Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,90.44000244140625,93.44000244140625,89.8499984741211,92.95999908447266,69.41178131103516,227566300
2009-01-05,92.62999725341797,93.66000366210938,91.88999938964844,92.8499984741211,69.32964324951172,240349700
2009-01-06,93.63999938964844,94.44999694824219,92.68000030517578,93.47000122070312,69.79261779785156,328260900
2009-01-07,92.0,92.26000213623047,90.19999694824219,90.66999816894531,67.7018814086914,280899200
2009-01-08,90.16000366210938,91.08999633789062,89.66999816894531,91.04000091552734,67.9781494140625,263834400
2009-01-09,91.16000366210938,91.31999969482422,85.36000061035156,89.08999633789062,66.52210235595703,330953600
2009-01-12,88.83999633789062,88.91000366210938,86.41000366210938,86.94999694824219,64.92420959472656,277858500
2009-01-13,86.7300033569336,87.87999725341797,86.19999694824219,87.11000061035156,65.04366302490234,356432300
2009-01-14,85.54000091552734,85.75,83.16000366210938,84.37000274658203,62.99777603149414,435491600
2009-01-15,84.12000274658203,85.25,81.72000122070312,84.4000015258789,63.02019119262695,532647300
2009-01-16,85.86000061035156,85.98999786376953,83.05000305175781,85.05999755859375,63.51297378540039,399237200
2009-01-20,84.2300033569336,85.05999755859375,80.05000305175781,80.56999969482422,60.16038513183594,419855200
2009-01-21,81.94000244140625,84.23999786376953,80.47000122070312,84.05000305175781,62.758853912353516,364360700
2009-01-22,82.41999816894531,84.04000091552734,81.16999816894531,82.75,61.78812789916992,427940300
2009-01-23,80.9000015258789,83.98999786376953,80.56999969482422,83.11000061035156,62.05696105957031,386800600
2009-01-26,83.58999633789062,85.36000061035156,82.80999755859375,83.68000030517578,62.4825439453125,317978800
2009-01-27,84.12999725341797,85.1500015258789,83.30000305175781,84.52999877929688,63.11722946166992,273789700
2009-01-28,86.4000015258789,87.94999694824219,86.06999969482422,87.38999938964844,65.25276184082031,330007000
2009-01-29,86.11000061035156,87.48999786376953,84.47000122070312,84.55000305175781,63.132171630859375,294392500
2009-01-30,84.9800033569336,85.4000015258789,82.20999908447266,82.83000183105469,61.847877502441406,383383600
2009-02-02,81.56999969482422,83.18000030517578,81.30999755859375,82.58000183105469,61.66120147705078,288233300
2009-02-03,83.0999984741211,84.36000061035156,82.22000122070312,83.73999786376953,62.52735900878906,278385800
2009-02-04,84.30000305175781,85.37000274658203,83.04000091552734,83.33000183105469,62.221221923828125,322989300
2009-02-05,82.69999694824219,85.29000091552734,77.7300033569336,84.56999969482422,63.1470947265625,417679400
2009-02-06,84.86000061035156,87.33999633789062,84.68000030517578,86.9800033569336,64.9466323852539,366101700
2009-02-09,86.95999908447266,87.73999786376953,86.31999969482422,87.0999984741211,65.03618621826172,240075200
2009-02-10,86.2699966430664,87.02999877929688,82.44999694824219,83.11000061035156,62.05696105957031,536212800
2009-02-11,83.44999694824219,84.05000305175781,82.4000015258789,83.5999984741211,62.42281723022461,324442500
2009-02-12,82.16999816894531,83.81999969482422,81.05000305175781,83.66000366210938,62.46762466430664,469302200
2009-02-13,83.55000305175781,84.23999786376953,82.73999786376953,82.76000213623047,61.7956428527832,293998400
2009-02-17,80.16000366210938,82.95999908447266,79.16999816894531,79.22000122070312,59.15235900878906,478910100
2009-02-18,79.79000091552734,79.94000244140625,78.27999877929688,79.02999877929688,59.010475158691406,362964800
2009-02-19,79.83999633789062,80.1500015258789,78.0199966430664,78.18000030517578,58.37580108642578,316867500
2009-02-20,76.7300033569336,78.33999633789062,75.7699966430664,77.41999816894531,57.80830764770508,477176600
2009-02-23,78.2699966430664,78.2699966430664,74.58999633789062,74.6500015258789,55.740013122558594,379641400
2009-02-24,75.29000091552734,77.94999694824219,74.69999694824219,77.4800033569336,57.853118896484375,426260900
2009-02-25,77.13999938964844,78.41999816894531,75.62999725341797,76.87000274658203,57.39764404296875,461985800
2009-02-26,77.81999969482422,79.66999816894531,75.52999877929688,75.62000274658203,56.46428298950195,363353900
2009-02-27,74.01000213623047,75.69000244140625,73.80999755859375,73.93000030517578,55.202392578125,470510900
2009-03-02,72.5199966430664,73.91999816894531,70.37000274658203,70.5999984741211,52.715946197509766,426452600
